lemma;sentiment
удушье;0
затрудненное дыхание;-1
желудочный;0
гастрономия;0
Ворота;0
шлюз;0
собирать;0
сборщик;0
сбор;0
NO TRANSLATION;-1
калибр;0
шаблонирование;0
тощий;-1
рукавица;0
марля;0
молоток;0
простофиля;0
посмотреть;0
бельведер;0
газель;0
бюллетень;1
географический справочник;0
шестерня;1
гель;0
желатин;0
NO TRANSLATION;0
мерин;0
драгоценный камень;1
Близнецы;0
Пол;0
генеалогия;0
Генеральная;1
всеобщность;0
обобщение;0
в общем;0
генерировать;0
поколение;0
порождающий;0
генератор;0
общий;0
щедрость;1
великодушный;1
генезис;0
генетический;0
генетика;0
добродушный;1
генитальный;0
гениальность;1
жанр;0
джентльмен;-1
благовоспитанный;1
джентльмен;1
мягкость;1
дворянство;1
подлинный;1
род;0
география;0
геология;0
геометрия;0
герань;1
гериатрический;-1
микроб;0
Немецкий;0
уместный;0
прорастать;0
прорастание;0
беременность;0
жест;0
ужасный;-1
гетто;-1
призрак;0
призрачный;-1
гигант;0
тарабарщина;-1
подарок;1
одаренный;1
двуколка;0
гигантский;1
хихикать;1
жаберных;0
жабры;0
золоченый;0
канитель;0
Джин;0
имбирь;0
имбирный пряник;0
осторожно;0
жирафа;0
балка;1
пояс;0
девушка;0
обхват;0
суть;0
дающий;1
гладкий;0
ледниковый;-1
ледник;0
довольный;1
поляна;0
гладиатор;0
радость;1
взгляд;0
яркий свет;-1
вопиющий;-1
стакан;0
очки;0
изделия из стекла;0
глазурь;0
мерцать;0
подбирать колосья;0
ликование;1
лощина;0
бойкий;-1
скольжение;1
мерцание;1
проблеск;0
отблеск;0
сверкание;0
сверкающий;1
земной шар;0
шаровидный;0
мрачность;-1
мрачный;-1
прославление;1
прославлять;1
слава;1
блеск;1
глоссарий;0
глянцевый;0
перчатка;0
пылать;1
пылающий;1
глюкоза;0
клей;0
угрюмый;-1
перенасыщение;-1
глютен;0
прожорливость;-1
глицерин;0
комар;0
гном;-1
козел;0
эспаньолка;0
плевок;0
пожирать;0
кубок;0
гоблин;-1
Бог;1
богиня;0
крестный отец;0
безбожный;-1
благочестивый;1
находка;1
NO TRANSLATION;0
очки защитные;0
золото;1
золотой;0
гольф;0
гондола;0
NO TRANSLATION;0
гонорея;-1
липкая;-1
хорошо;1
Прощай;0
красивый;1
доброта;1
товар;1
доброжелательность;1
сентиментальный;0
клейкий;0
Гусь;0
суслик;0
ластовица;-1
теснина;-1
безумно красивая;1
горилла;-1
окровавленный;-1
евангелие;1
слухи;-1
выдалбливать;-1
гурман;0
подагра;-1
править;1
гувернантка;0
руководящий;0
